1500 5000
376304 1073 6
668828 1399 2
89951 481 3
607850 93 3
115935 1036 2
879140 1324 5
885197 229 5
667003 1237 2
451551 1150 3
410172 1123 2
220 122 6
216282 652 5
792760 162 4
621070 1224 1
256375 663 6
291065 1198 6
784195 1434 1
93943 636 3
141765 1382 4
149994 603 1
139799 1016 5
270795 1049 2
743720 488 4
338144 1350 6
904068 265 4
409452 1271 1
531386 1116 3
502538 159 5
101303 989 1
59808 836 1
622806 1375 1
169158 1250 2
621554 600 4
282697 1355 2
520377 1060 3
36435 1008 3
469265 361 4
256649 1438 1
839916 1055 5
296799 1406 3
112060 551 5
680153 1079 5
367916 925 4
59027 1369 6
529815 957 6
380358 406 1
300790 1047 3
210690 257 3
13420 683 2
939049 1159 1
609617 1430 5
269613 1176 3
882879 1065 6
182163 190 1
223151 336 2
267070 287 1
645785 709 4
933658 759 4
812893 717 3
871170 1236 2
757142 629 2
926611 989 4
696588 666 4
59237 1171 1
286842 1005 5
402080 903 6
787132 1275 4
544560 14 6
952311 434 3
849566 888 2
948412 1275 1
756485 548 3
645086 768 3
520375 166 6
433180 353 5
145090 391 4
136929 1061 4
58950 500 4
261934 1064 6
114408 347 3
805970 879 2
527864 1021 4
465129 330 2
731077 125 1
440036 1119 2
705415 1208 2
254351 1313 5
602244 623 4
953627 891 4
391251 1271 5
933537 1251 3
228513 886 4
764686 995 3
549467 1079 2
766341 1131 4
775581 1114 1
684679 1424 6
328677 975 5
913046 1325 1
890287 351 3
719801 1091 1
10384 1345 2
706644 619 4
24697 1201 4
468709 1014 2
179639 455 6
854959 1378 5
572971 954 4
850608 476 1
868963 711 2
774706 135 2
767850 435 3
446151 1109 6
535576 291 6
429729 1353 1
442609 226 4
633025 922 5
350562 604 4
493617 219 2
576210 1431 2
354469 202 6
878631 380 3
265771 1284 5
257867 890 6
244033 1093 1
429248 860 4
676820 851 5
34624 581 4
899661 1201 2
283775 1431 5
917131 487 3
855410 300 6
367211 1362 2
765505 1238 1
500816 1070 4
386662 981 1
909457 1231 5
889378 1160 1
81479 978 2
775929 1002 5
268615 249 3
590080 1084 5
731261 461 3
800166 604 5
775304 400 6
462526 1218 5
793906 760 1
447196 855 1
878944 83 4
460175 1428 2
870322 1018 4
655284 1288 2
701803 611 5
383644 576 1
695426 1316 1
460340 769 6
532377 1276 3
473643 17 1
161905 1139 4
793035 833 2
713768 275 5
873671 442 1
77331 1101 2
972758 156 5
240649 1426 4
822607 871 5
973176 1422 1
15678 1088 2
158078 1215 1
199190 954 4
772755 1423 1
295728 878 6
845141 1399 1
557945 434 1
756485 645 3
357395 968 6
265900 1119 6
359535 1299 6
125276 687 6
534303 1028 2
552420 761 3
716354 1369 5
646027 1158 2
309613 1242 4
952798 31 4
943068 386 3
180476 1117 5
922979 1092 5
113702 884 5
767763 1369 6
427592 1190 1
901463 1190 5
769375 53 3
167054 588 6
887346 1318 5
424036 721 6
891796 727 4
74554 377 4
167179 1384 4
28174 1139 1
496977 1078 3
484595 24 5
778548 561 5
831421 1295 3
891980 1009 2
990391 736 1
513444 1360 4
183938 34 3
359230 1024 2
26152 534 4
866845 1390 6
433391 1239 5
544884 832 2
938923 183 6
806494 1363 2
984914 643 1
406969 325 3
409032 717 2
123930 1139 1
398804 845 3
855410 137 6
375442 1439 3
902146 1263 2
762594 1437 2
858777 1430 1
149994 692 1
589422 1178 2
513680 1433 2
232631 1407 1
743640 1393 4
468144 1215 3
929248 1252 4
822970 724 4
805851 1391 1
65907 1303 1
691385 901 5
643168 742 4
638105 1195 6
660769 623 2
767318 561 6
442312 1238 2
696565 509 4
306079 814 6
494122 939 3
743234 790 6
912821 1038 2
109967 584 4
686421 1309 4
371911 14 1
521781 1394 6
82098 550 6
971548 1153 3
103784 1182 2
725933 1196 5
942080 1359 4
720740 1287 6
933896 758 6
550556 519 2
615745 249 1
24128 941 4
994813 1053 3
884978 533 4
75762 1326 5
674273 1052 2
464969 1216 5
321522 1289 4
879553 45 6
322367 1188 1
767859 1433 4
394919 638 5
105480 1070 5
606683 1353 4
859564 1013 6
671128 102 2
203152 1042 6
449904 979 1
141699 1277 4
296799 1365 3
286261 253 2
93226 308 5
937847 424 6
296028 1254 4
184750 492 1
184786 814 5
469503 960 3
404172 1325 2
284893 223 5
419106 1202 5
898062 1362 2
857014 1345 6
553775 764 4
435726 1356 4
771323 1177 2
228523 964 1
261586 1109 6
790759 1222 4
448396 1368 3
800166 909 5
286842 1398 5
399634 1159 5
717372 1371 1
737357 985 3
737206 1162 4
668828 972 2
651410 1412 1
635196 1238 5
167054 1436 6
51598 774 6
666453 816 3
275109 528 5
670943 1438 6
948851 1367 6
399455 1042 2
225847 902 1
36113 215 1
423683 668 3
458057 1097 6
957872 1280 3
198069 1353 4
210550 454 3
923909 276 2
161698 576 1
458950 1298 5
471717 1072 6
744377 733 5
151475 1142 2
96307 1051 2
348820 1335 2
880411 1029 2
25120 1344 5
593614 528 4
233647 1076 4
736547 1361 3
330259 1433 6
173037 543 2
838409 1192 3
907367 688 5
963799 784 3
175590 538 6
183958 348 5
950519 1212 4
851110 1212 4
713768 162 5
294129 526 1
403353 300 6
503455 1338 4
433335 696 3
20978 1084 1
353626 1234 1
136426 1057 1
966846 1194 3
534880 969 6
205754 1138 3
864301 949 3
331428 1247 2
341172 1366 1
116362 1419 1
947202 675 6
530339 758 1
295728 1286 6
149 1432 6
294956 1430 6
452968 82 4
687869 807 2
31867 36 6
796214 953 5
987175 1417 3
253391 615 5
486164 1301 6
415006 1353 1
499246 737 5
549363 843 4
969942 593 2
115958 1119 6
142630 632 3
650377 796 5
934876 1120 2
966858 1049 2
269871 1285 5
802252 661 3
142618 1028 5
440747 1142 1
773684 1101 4
184240 1370 5
773249 972 5
318219 1002 3
974352 458 5
708483 903 6
324287 1316 5
296028 1352 4
451198 682 4
358092 1119 3
906250 1252 2
757151 668 3
619871 1141 2
254351 1091 5
762594 1397 2
482707 577 4
978921 1229 5
579898 1304 1
762091 106 6
506009 1308 3
674633 965 2
346684 887 3
143525 725 5
511670 1088 2
257867 1136 6
944906 1290 6
629301 1393 3
785091 686 6
17824 884 4
766341 1411 4
213904 1152 4
461091 211 6
37681 1254 6
417165 1387 5
581941 1305 2
767318 183 6
175243 1171 6
229209 972 1
468094 771 2
159487 1269 5
256649 1360 1
200174 1247 1
773864 373 5
92090 550 6
420982 747 3
227100 1202 3
429597 1240 5
458057 820 6
540693 291 3
314084 946 5
887579 1109 6
630576 1263 6
386374 1277 4
793906 1243 1
661797 1371 4
328042 1192 2
462244 688 1
694981 202 5
550257 1439 6
886046 1181 5
683670 693 4
622926 1337 3
671128 213 2
294129 599 1
52294 951 2
501026 590 5
706302 522 1
279672 1253 3
754051 4 1
274440 1159 2
532118 777 6
527192 1336 4
878944 878 4
262003 910 4
621769 389 1
465054 191 3
812933 984 2
405221 41 2
383754 1229 3
205748 1014 4
996637 565 1
586896 517 1
53604 986 1
230753 1095 4
442778 1015 3
554438 1094 2
821948 428 3
481194 122 2
769681 719 2
495398 1255 3
319801 334 2
220937 1344 6
188806 813 6
85229 85 3
729244 1413 6
716041 889 1
891980 132 2
272101 1371 4
184401 398 6
46657 851 1
994096 539 2
787595 1386 4
70869 1350 1
607234 1284 1
780127 1303 2
760505 1407 6
152252 1139 6
976351 1332 5
405105 576 5
593042 1162 1
924472 645 4
767941 1239 5
487971 1240 5
622513 1202 5
789909 1431 2
510688 1014 5
128379 1288 1
402080 393 6
998235 1354 5
252369 467 6
693324 751 6
822607 936 5
288373 1368 1
926769 994 4
551175 813 3
110153 975 5
181115 1092 2
591329 1217 6
332411 639 4
846039 1208 1
726806 1288 5
333289 730 3
807967 1341 4
762901 951 4
137476 1248 3
869470 130 4
381374 1169 4
326136 1398 3
39345 1169 1
910706 783 1
351345 1344 3
656399 445 3
169399 1245 5
468640 971 4
911478 1263 3
885197 1186 5
963505 203 3
30033 1377 2
321522 862 4
100918 1002 2
733670 812 1
103303 795 1
957669 1080 5
852818 379 1
380180 3 2
35039 415 6
491591 808 1
376518 1427 6
194337 1294 1
422282 740 4
503502 803 3
40946 1440 4
345698 1331 2
771919 842 6
439993 61 3
708907 569 4
838489 406 5
416294 880 6
2783 949 1
468460 364 1
901004 366 1
506680 1033 4
252859 1 4
484993 1398 2
156146 1079 1
910706 706 1
922235 1035 1
509262 129 4
479899 1308 2
294723 1231 5
623070 1171 2
757142 749 2
958775 1181 3
695706 1403 5
544899 283 3
182290 1347 5
358267 1255 1
672693 1109 6
992987 390 3
72975 646 6
436615 625 5
729857 1386 2
402947 1320 2
899321 96 2
368362 975 2
468478 945 6
195350 1341 3
159879 397 2
251563 1169 2
860303 173 1
725895 41 4
994357 1407 1
909661 357 5
159879 867 2
269424 569 6
415837 1061 2
922235 241 1
205163 1135 6
70789 910 4
800623 1243 6
237679 924 1
491831 425 6
83643 1375 1
779393 970 4
544560 316 6
762377 725 4
438056 654 3
397858 1121 5
13922 211 1
328885 939 5
437775 1044 3
376518 1397 6
962067 988 4
567597 1351 3
718386 1148 6
549006 1077 5
781008 509 3
243879 990 5
520375 1194 6
939842 1419 5
465129 99 2
962939 789 5
900982 1371 1
780880 829 6
676820 303 5
322367 1338 1
892144 1357 2
228823 1430 1
650301 935 2
40187 961 1
424036 755 6
657095 1005 1
579273 900 2
874029 1439 5
181115 1029 2
193573 747 1
2499 96 6
487038 1241 6
786702 1384 2
608869 1047 6
828037 931 2
895367 1312 3
687614 510 4
610342 449 1
25516 1343 5
771886 788 6
674599 802 2
214353 849 1
413899 1358 4
889378 1047 1
141142 742 3
238653 1315 4
611834 599 6
723535 936 4
530882 704 3
874594 1278 4
534218 1062 3
875181 545 6
949886 432 3
99440 1119 3
412942 559 1
384439 94 5
809266 525 2
141327 950 3
544884 1046 2
296647 1254 2
814375 1386 5
554508 1210 4
557865 63 4
719256 1377 6
953341 1289 4
622777 606 1
649801 694 2
159869 1200 3
508215 628 6
37280 1185 3
58720 1307 4
814182 1308 6
126984 939 4
557933 1362 3
746228 622 2
370087 896 5
601796 1027 6
801298 39 2
36239 154 6
390824 779 6
200338 1297 2
741121 1251 2
467321 292 2
987558 1139 1
191085 299 2
923909 969 2
233412 1155 3
741883 907 1
255510 945 2
177932 1409 6
906250 433 2
667952 925 2
265734 1200 4
170261 200 3
580032 733 6
242980 388 5
506934 387 5
375434 1140 6
497111 971 4
656220 1316 3
886332 1115 2
158659 1388 1
407207 674 6
341172 822 1
683542 737 3
143525 271 5
362066 29 4
499160 1215 5
707234 669 1
705195 478 1
625322 921 4
106814 144 6
186527 1290 3
176768 228 5
765019 963 3
21348 1043 1
417407 869 4
291334 1440 5
496787 1110 3
55732 1320 3
420256 748 3
428075 1382 1
185053 1225 2
417165 1299 5
208360 724 5
683137 1302 6
717326 1142 4
39291 1360 1
767115 808 3
428626 339 5
965487 1168 6
999824 455 1
140246 814 2
800292 669 6
779558 1066 1
36955 735 4
464969 1410 5
469646 647 1
967154 1307 6
345511 943 6
230796 909 3
847447 1122 4
747942 991 3
491755 880 1
802252 695 3
426045 553 4
875380 1177 3
195596 1381 1
679115 1383 3
417918 1303 4
935990 649 4
710806 930 5
611403 1233 5
629375 1390 4
382247 143 6
450101 1420 3
457943 1291 3
601315 1121 4
353565 740 1
864603 855 1
34691 993 2
925290 416 4
13634 732 2
546910 1417 5
128643 155 5
155702 1364 5
982347 679 4
384498 210 2
725290 549 4
350562 389 4
686309 365 3
819868 1027 3
134413 131 2
284027 1238 5
113702 179 5
998235 438 5
852530 450 1
259511 1123 5
424255 1128 1
410795 1026 6
390936 1398 4
78757 1082 3
741606 1227 4
409809 345 6
380180 577 2
707782 102 4
291231 1073 4
170343 371 6
173952 505 6
9368 1007 2
473631 392 2
155702 1425 5
183317 1300 3
368362 662 2
683762 529 5
786446 1317 1
688100 1291 1
415097 206 4
385386 882 1
391146 1284 6
36113 354 1
294723 1272 5
498564 876 2
163687 1296 5
48468 917 1
508051 1114 6
863842 1423 5
248847 1382 6
920942 141 6
52560 1248 5
283254 1419 4
343492 264 2
324098 1416 5
739637 616 5
680984 1333 3
446852 1068 4
601356 744 1
654094 113 3
276210 1330 4
411500 1345 3
835534 1283 4
472483 227 6
242555 242 1
642695 1382 4
626987 1232 2
590080 493 5
612016 421 5
727724 1179 1
142352 1085 3
814062 871 4
771919 1162 6
718119 241 6
100918 1049 2
521451 1372 1
408387 544 1
897289 1378 5
177738 909 3
469267 1064 1
525135 638 1
285542 1388 3
405475 360 1
51855 631 1
115958 8 6
326580 1270 6
900364 917 4
181137 1177 3
530454 914 3
687663 563 3
929191 946 2
479052 692 2
942709 1082 1
63741 1188 3
173037 691 2
735276 166 5
747843 599 4
392901 1259 6
568837 867 3
679028 1057 1
487038 1351 6
311016 1008 1
716236 1440 1
651958 81 3
695222 190 4
2640 1057 3
982731 1424 5
760785 1235 6
344813 31 4
886742 938 2
911478 1047 3
112060 278 5
247313 825 3
995528 1357 2
48468 1027 1
120368 1011 3
407207 634 6
81633 1422 6
872012 1066 5
354469 791 6
717326 676 4
633367 73 2
328042 1435 2
812933 1406 2
816201 840 5
8708 579 4
108458 1269 1
796307 503 3
741041 1026 4
351642 370 5
350232 1114 6
388547 836 5
283766 721 2
758987 189 5
755577 101 2
564944 1048 5
59038 1257 5
596987 653 2
138345 791 3
875181 458 6
2949 1022 3
301377 1151 2
942080 1162 4
503525 716 5
589422 1367 2
609694 1262 2
170261 1284 3
777881 996 1
152954 1064 6
50538 1360 6
609815 1242 2
679394 1393 6
774244 1363 4
729392 1285 4
317721 1212 6
802564 1082 5
886742 820 2
904068 1184 4
230803 1267 5
244321 330 1
134390 1262 5
351828 921 3
132077 1370 1
4061 667 5
55044 209 4
204921 31 6
377993 798 6
13630 1106 4
189026 458 4
34214 1394 6
218534 742 4
681353 915 5
765505 1337 1
63120 872 4
765842 960 5
479591 1369 4
949736 1257 1
805913 1144 3
207734 797 4
695706 1249 5
271212 1155 5
279749 1364 5
398732 1432 6
341963 13 2
629173 1082 6
110070 742 2
867050 346 1
395722 1108 4
34254 1427 1
532377 213 3
251563 449 2
229301 1010 4
402968 1142 3
495308 974 2
436843 1435 6
176061 724 6
436843 1269 6
565404 1087 6
731464 1307 1
522640 1325 4
643168 1199 4
757803 413 2
916422 1127 6
491660 236 2
839840 1415 1
389626 1008 4
447419 835 5
15393 1162 3
197425 1161 5
85850 1414 4
434782 1021 3
731196 1231 5
451551 1413 3
625966 887 2
192836 628 6
269836 1433 3
880262 1424 6
676969 761 2
607031 1433 6
497499 470 5
502648 543 6
918748 1173 6
627744 1124 1
979364 1290 3
801059 106 4
753837 293 6
274207 802 5
797485 104 2
521225 830 4
265900 1229 6
87148 25 3
339488 1214 6
516610 1418 3
651410 1158 1
377993 261 6
427663 192 1
238489 1340 5
17562 1418 3
649199 1377 2
335129 610 3
18311 272 5
609113 454 6
194587 1434 2
707234 449 1
61089 1036 4
910158 1272 5
879140 288 5
86409 514 5
579273 815 2
832189 1340 1
787990 1146 2
175595 1165 5
760387 1097 3
84588 604 2
183129 1369 3
334386 1307 5
177738 1077 3
232610 542 4
894328 1243 4
227375 217 2
211948 1376 3
576963 1088 4
241593 1412 1
273934 1201 5
701377 1368 5
501166 1278 2
945320 1407 5
184447 1022 6
377923 1029 4
420285 1192 6
736750 1167 3
79920 300 3
82656 1012 3
276430 1259 2
741606 1183 4
429008 1105 1
658248 1200 1
305596 740 2
675916 938 4
229207 310 2
75668 883 3
707554 1414 2
580024 1170 4
871170 1404 2
652049 689 6
489643 1296 3
135822 1183 4
580032 1408 6
665834 787 5
160788 1151 2
308115 1373 5
841546 1315 5
638731 528 1
456126 1391 4
720330 1396 3
179077 1144 3
698198 479 5
810200 1063 3
287728 346 3
291073 160 2
538711 137 4
41497 1344 2
544689 152 6
292609 1393 6
362361 927 1
450882 401 5
279556 334 2
686781 618 5
929941 92 2
195027 1351 4
105274 1160 3
245906 1266 4
59038 592 5
735395 1429 1
997043 871 2
260870 672 4
370510 1410 2
706644 769 4
273520 845 4
247068 764 4
227375 650 2
296016 1426 2
101420 904 2
644179 1075 1
690970 506 5
608697 302 6
271944 1416 2
311561 1438 3
627238 610 2
131290 621 2
686822 172 4
435952 1433 4
159785 1236 2
282261 561 2
790759 79 4
650377 588 5
856256 579 1
106814 1348 6
845398 1225 2
968678 831 5
670633 1192 4
471955 172 5
565476 896 6
104654 1172 2
411500 1412 3
961701 1346 3
923642 688 2
902534 1419 2
212061 326 1
85810 1435 6
801912 713 5
234201 1392 1
789165 800 2
273318 1340 3
474127 897 3
317721 319 6
999063 687 5
229207 243 2
687869 1041 2
897086 1352 4
935837 678 2
691010 407 4
266702 1429 4
730273 1242 6
74054 1374 2
437152 1229 5
236097 1373 1
612016 650 5
907261 748 5
976336 1373 5
282283 1299 3
346264 1025 5
890280 1387 5
859985 756 3
741246 1433 6
655465 188 3
846039 1372 1
315494 729 6
282936 700 6
530032 937 4
679737 357 5
29182 59 3
586054 543 1
651428 371 3
248989 1350 3
773987 1161 2
277082 1390 5
932509 811 1
207696 445 6
884978 665 4
852408 1003 4
773684 1434 4
205609 1331 3
437152 709 5
710806 1079 5
924316 1178 3
332397 724 5
165889 300 5
388547 642 5
829808 901 4
728371 346 6
334386 598 5
612178 698 3
554532 634 1
856111 356 3
25690 1298 2
835534 1383 4
491831 820 6
831421 172 3
343492 221 2
428931 1356 1
34884 1280 2
839840 467 1
221461 1284 6
540871 655 2
642586 825 1
931693 1395 1
508215 187 6
356954 302 5
24697 604 4
14570 1309 5
979440 1418 1
828375 1107 5
43414 1000 4
620825 298 2
163300 1380 6
374237 667 1
736036 1062 6
268059 301 5
55145 1284 1
394726 1121 2
551026 252 6
247602 336 5
80830 955 3
728371 578 6
222540 1302 6
124217 1383 2
892332 1151 4
288458 1398 6
527878 733 3
840488 1068 5
352672 600 6
847899 1365 1
63741 586 3
531669 1426 4
145251 1231 4
625582 857 3
50561 1302 5
644179 1277 1
843589 288 1
56193 1240 5
580024 1266 4
329570 771 2
250171 12 5
141403 91 4
473643 972 1
145556 630 5
259235 1405 6
791742 1314 3
418656 142 1
781070 503 6
833332 1288 4
62217 1019 2
454348 469 5
761846 1080 6
552470 650 5
704810 91 4
399880 104 3
512056 1319 1
652190 1372 5
518767 1191 1
364609 309 3
339006 230 4
378397 1039 2
906026 546 2
878141 1338 5
824273 534 4
648509 545 2
167150 1434 1
572005 277 5
968638 1225 3
886046 1306 5
715432 922 1
486212 915 5
503455 1250 4
762542 282 5
409529 947 2
481138 576 1
979426 769 2
652575 638 3
425245 909 6
760387 1042 3
249048 258 3
904745 1332 1
435326 1180 3
641330 401 2
54896 1406 2
660388 476 3
230753 1053 4
330080 136 6
688452 763 6
373247 430 5
656617 1282 5
439372 1167 2
38849 1379 5
648509 1390 2
259511 1276 5
22832 391 2
359698 1432 3
527149 722 1
227479 759 3
647911 170 5
24128 541 4
738225 1106 5
242149 212 6
603862 1362 1
896144 1081 4
165670 797 2
761528 1313 5
773815 623 2
124871 634 2
309377 1260 6
890335 50 2
633025 63 5
56908 261 5
673249 1279 3
571613 1024 4
727724 1083 1
728890 1406 2
416330 252 4
523445 1218 6
94810 1432 4
843589 1130 1
430656 1172 6
418656 565 1
482723 1039 4
136929 1009 4
611403 762 5
499663 1277 4
362119 1339 1
22832 1302 2
421975 1256 4
421975 1288 4
514975 1430 5
449573 1394 6
473218 1368 4
109902 1430 5
360764 1363 2
197572 1303 3
410587 820 2
557865 496 4
514108 1310 5
649386 801 3
874374 422 4
888778 884 5
480867 1172 3
531386 1276 3
248989 1432 3
192836 1034 6
819804 252 3
310974 543 4
833679 1218 6
394470 1256 4
13012 727 1
979440 506 1
93157 621 2
829423 665 5
505946 1108 5
929779 1341 5
519586 942 4
498764 946 5
708907 1076 4
832099 630 2
804485 841 5
607031 1228 6
691503 34 6
622405 1145 6
250171 648 5
762787 1026 6
34884 902 2
530339 828 1
173452 1061 6
403408 1038 1
643398 491 2
703977 396 1
528880 449 2
190549 116 4
331428 380 2
64944 67 6
601796 1410 6
974352 841 5
805970 491 2
993136 1231 4
341963 1238 2
260833 1143 3
917471 940 1
637593 999 1
137665 1266 3
541850 741 1
34976 1165 5
986530 1381 3
370669 30 4
195899 1135 3
13406 605 3
262003 580 4
938058 650 6
645235 490 2
841254 197 1
120193 1386 2
761167 256 1
276049 597 2
3561 1179 5
890335 141 2
521451 1327 1
359230 807 2
299522 787 3
549467 848 2
887859 658 5
345769 1292 1
99033 450 2
43377 1362 3
467975 1332 2
715007 189 4
212061 36 1
534880 717 6
827728 1132 4
608383 1345 2
915434 1332 2
261372 1400 5
798148 1033 5
938954 972 5
145417 849 5
862960 963 2
269613 511 3
432438 1384 6
121744 1414 3
438776 1120 2
766561 1433 6
160788 207 2
927865 3 1
601366 245 5
911649 1345 1
76667 1404 1
648576 1409 4
982731 1087 5
972758 821 5
488073 495 2
254627 375 1
21935 194 2
118264 1315 4
21605 464 2
606683 1084 4
626171 40 1
25690 1073 2
618643 1291 1
565115 1393 2
736340 294 3
789600 585 6
511138 675 5
713508 535 4
33131 411 2
938709 411 5
903239 1394 2
505946 702 5
492746 1164 3
288848 810 5
950519 771 4
425874 849 6
437829 760 1
228823 1397 1
378397 1187 2
411696 331 3
674273 1417 2
783688 1098 5
468478 811 6
783688 340 5
292452 96 4
81125 625 5
853190 154 6
504434 285 4
890150 1294 5
196189 1000 3
655886 619 6
641595 1267 4
920585 1397 6
648092 1255 5
811310 447 2
498076 767 5
196115 1304 1
569873 1253 4
141622 1347 5
198069 1292 4
494122 330 3
278319 875 5
495407 1292 2
834894 1435 3
915434 1049 2
139504 131 4
626171 968 1
662558 297 3
296647 1417 2
12793 1418 5
625582 5 3
105666 1245 4
979426 1336 2
323190 689 2
120574 894 6
575076 917 2
784187 1269 1
962067 1413 4
565476 751 6
884321 662 4
984914 746 1
704548 1187 1
221055 917 6
516763 1195 2
706341 157 6
870884 897 2
429597 480 5
222540 1047 6
439372 574 2
806810 884 2
816099 1022 1
246173 612 1
680868 48 2
508816 1166 5
79984 1132 2
338021 1349 4
825977 397 3
642493 670 5
455598 1199 4
82362 692 6
302748 688 4
137339 1339 5
21903 1359 5
668518 285 1
349035 1176 4
347591 840 3
966858 1291 2
469265 852 4
369278 1080 6
441144 1372 1
47052 137 6
419983 1120 1
794996 1427 6
901463 1431 5
36206 957 4
20978 67 1
705195 325 1
656399 279 3
911771 1421 2
846542 1103 3
446852 922 4
133668 1132 6
463723 135 1
650002 1350 3
511696 1252 4
648390 849 5
463383 135 6
656112 1275 3
675114 624 6
399634 1221 5
22829 428 6
787132 1012 4
186085 689 2
123149 490 4
570232 1124 4
994096 1182 2
261272 1432 2
499160 1399 5
503525 1338 5
33739 956 3
687614 733 4
551605 1108 2
430656 1142 6
640380 1114 2
294051 1007 1
969724 837 2
320581 683 1
399501 1139 1
991281 1173 2
639334 1305 6
718080 863 1
174940 1271 1
272306 70 1
571613 1345 4
741523 891 4
39380 1416 1
394300 1304 1
137658 66 4
253703 82 1
183324 1160 3
890280 351 5
761993 973 6
194157 1016 6
93157 213 2
264429 553 3
195633 659 2
890537 1410 3
621518 1370 4
683335 1362 3
3534 990 3
50294 1368 2
893493 1382 6
59808 1157 1
943068 1093 3
787556 332 1
741091 1100 3
164342 680 5
979810 820 1
188051 575 3
933921 1362 2
477178 1388 1
69169 1004 2
249048 459 3
546030 299 4
567227 924 2
305458 927 6
624097 1417 6
965672 871 3
116084 929 2
736459 242 1
82626 618 1
536070 1303 4
834047 1218 4
197793 1391 5
204921 1027 6
369278 1346 6
182163 511 1
88039 1205 1
969724 1256 2
84277 1168 1
630268 1373 3
395722 539 4
149077 913 5
122603 114 6
2640 440 3
229209 719 1
499663 1093 4
538297 1107 3
34976 746 5
258004 423 6
282261 137 2
751229 734 1
574645 983 5
287925 1394 4
451696 1299 3
944417 1365 3
879202 756 3
541216 1062 5
483060 1173 6
817043 187 4
516152 1060 3
364800 1328 6
261408 536 2
476142 134 2
390936 644 4
256861 1401 4
245255 1096 4
891780 540 3
17562 1382 3
454794 997 6
443069 981 3
860303 130 1
91611 1231 2
794230 1390 5
645086 827 3
116362 650 1
137665 1300 3
354866 1253 3
790917 535 4
394188 1120 5
435952 1322 4
48379 576 1
155738 544 2
639334 868 6
108754 1008 5
417407 1100 4
550552 579 3
610477 1126 6
693324 1410 6
836845 1384 3
920390 367 2
261372 1090 5
865414 1014 1
164342 1184 5
188051 392 3
173452 322 6
279556 883 2
700404 550 1
10229 1008 6
622431 639 6
241677 1190 3
153773 1056 4
188850 1260 2
607816 1353 5
743720 407 4
490879 1412 5
625968 483 6
984105 106 6
311812 64 5
775929 1197 5
334373 1381 4
463138 1361 5
319342 916 4
230605 49 4
53858 1147 4
705974 1338 3
771323 1274 2
41919 1437 2
36226 607 1
181703 876 3
824646 261 5
837797 1415 5
751434 258 1
181416 1219 4
252369 421 6
470228 82 2
85480 1032 2
449904 260 1
269208 78 4
205103 416 2
822181 1436 5
34202 1156 5
518441 710 2
51021 137 6
986254 1120 1
645500 949 3
737357 753 3
345511 16 6
82362 1047 6
856500 402 3
679508 1218 4
253458 1422 1
642586 688 1
715885 507 2
469646 568 1
849566 1143 2
975681 930 4
810734 881 2
704539 261 4
596987 945 2
412416 762 4
522287 43 2
48188 516 4
146377 126 3
628103 134 5
43377 1078 3
554438 337 2
385112 1363 6
774967 1297 3
385386 1366 1
509976 1352 4
247313 746 3
959770 666 6
979230 900 2
787739 868 3
944817 978 2
593042 1325 1
621518 544 4
940755 1383 5
595538 1214 1
10928 575 1
931007 913 6
270520 1269 3
530032 419 4
182319 1169 5
843215 78 6
225824 422 2
74554 269 4
884832 1178 3
826795 1270 6
816309 1220 1
624097 737 6
294178 1269 4
718331 491 3
502501 211 1
280302 58 3
789165 50 2
230605 648 4
599989 1257 2
251793 714 5
351186 1059 2
616306 464 2
982946 1038 4
931411 897 5
415006 769 1
399128 1035 5
565404 1416 6
648576 530 4
708554 1096 5
305097 1057 5
648076 731 6
862755 421 5
800300 429 6
641817 1279 2
29849 1029 3
203933 387 6
433180 242 5
239103 1054 5
272101 71 4
465667 1392 5
508051 222 6
921476 1217 1
829275 1134 4
826395 837 5
799787 578 4
136426 416 1
814478 1254 4
214597 1425 2
807967 243 4
291231 1397 4
372052 1394 2
608383 836 2
125093 1399 4
881827 1027 4
705974 1307 3
194337 1105 1
905473 970 1
831001 572 2
696512 789 2
800549 1183 6
698452 576 2
448549 1252 2
799330 949 3
253458 1322 1
519695 1202 3
173462 536 6
305210 33 5
688100 1255 1
836377 1085 6
25371 940 2
809808 685 6
458950 1134 5
422282 388 4
693820 1351 2
427592 1074 1
300790 1241 3
945757 981 5
339463 393 1
798148 897 5
70679 936 2
847447 207 4
446501 517 6
94991 848 4
425717 1382 5
704810 432 4
872012 613 5
324894 178 2
655284 30 2
351546 1206 2
515012 804 6
399154 270 4
267630 1339 6
707684 693 2
568799 1312 2
406249 1266 5
786702 613 2
289238 1151 6
660016 937 2
496928 1274 2
638731 991 1
910158 1038 5
952311 589 3
406969 965 3
869470 658 4
175418 1360 1
457704 392 4
772336 1210 1
245906 1373 4
647365 1162 4
367467 915 5
125632 887 4
111150 911 3
166005 1262 2
588539 791 4
314773 835 6
782135 1170 4
989033 1432 3
133176 1281 3
97677 631 6
865416 1120 3
332367 1165 2
73984 493 4
638925 1163 6
787990 848 2
783044 1179 2
702402 1369 2
189657 622 3
242162 1069 4
437775 450 3
181703 84 3
904901 494 2
639533 717 1
781137 904 4
943697 802 3
487411 1060 6
517545 1163 1
981004 142 1
55842 1328 2
228970 276 6
776896 554 3
701803 423 5
731077 86 1
697181 198 1
318674 1413 4
920998 555 1
177547 109 2
478969 507 5
415837 973 2
254627 1040 1
